date,close,high,low,open,volume
2023-08-30,1897.0047607421875,1922.6038330321455,1894.4545661683069,1908.0312926099716,1591546
2023-08-31,1894.575927734375,1908.5169671253634,1883.0636449826402,1903.6594538468564,1989702
2023-09-01,1914.7103271484375,1932.7074378511877,1898.801970907146,1904.048109050082,1778540
2023-09-04,1926.611328125,1952.2347123187835,1919.2279311846453,1925.6884479793207,2012218
2023-09-05,1920.10205078125,1935.718907453668,1915.4144796370838,1932.7072731478493,837472
2023-09-06,1937.880615234375,1942.3738150264046,1919.2278116424945,1924.3525118803793,1215652
2023-09-07,1962.5567626953125,1976.9592418384304,1941.9123316787786,1943.0052721443599,2602116
2023-09-08,1994.2763671875,2010.4762222040724,1967.778725824395,1972.1018654180623,2895476
2023-09-11,1983.1771240234375,2025.5832429723384,1975.065099742333,2025.5832429723384,1653588
2023-09-12,1914.2489013671875,1992.479178268967,1909.0027631851456,1991.580490854732,1895288
2023-09-13,1928.578369140625,1938.1476458290251,1889.6211394264967,1918.7175942417666,1477608
2023-09-14,1922.700927734375,1937.904968374654,1913.8602770763596,1935.2090247228816,722168
2023-09-15,1917.576171875,1932.1973342031151,1913.9088442423079,1930.3271441640659,786220
2023-09-18,1935.0390625,1996.9965503085207,1922.5309656434179,1991.5804703684407,2944968
2023-09-20,1939.410888671875,1970.9361038701359,1926.00410396675,1935.3791287460003,2439714
2023-09-21,1901.9351806640625,1954.6635156711852,1895.2075953349417,1946.2599932398566,1535970
2023-09-22,1879.857666015625,1922.8466591531917,1872.5713959923087,1907.4483655555766,1490806
2023-09-25,1872.5714111328125,1889.2812097514031,1853.1413575802023,1887.921200876029,1657588
2023-09-26,1880.4161376953125,1902.6150674524433,1872.886992384605,1876.845936719083,1670334
2023-09-27,1864.16796875,1886.4882200020759,1861.3992097190069,1881.8007668192674,1706940
2023-09-28,1835.3143310546875,1886.2695997230494,1831.2825711717117,1879.6634525841496,1992076
2023-09-29,1873.202880859375,1887.3867960017485,1843.037675777191,1843.9120518910404,1147905
2023-10-03,1901.2794189453125,1907.837062213335,1871.2113390280629,1883.8894967828953,2009422
2023-10-04,1861.64208984375,1903.1252086100046,1834.197137964775,1901.2794483126959,1825706
2023-10-05,1888.4554443359375,1915.8032682578437,1876.117407844156,1880.0034185302775,1976433
2023-10-06,1900.3563232421875,1908.03121794921,1887.629662156474,1889.7184165869141,1029633
2023-10-09,1866.11083984375,1891.5156578365634,1861.059073504979,1880.8291286962437,824232
2023-10-10,1903.61083984375,1911.57723281133,1880.3920211413076,1884.71516054198,1658275
2023-10-11,1905.6995849609375,1923.5752575371853,1901.7164477924446,1908.8084646129469,895385
2023-10-12,1912.3543701171875,1918.3291352147498,1902.2022147224573,1905.6996005919757,537987
2023-10-13,1918.8148193359375,1933.2902322302589,1899.3362627742235,1904.1451533524157,770978
2023-10-16,1907.3511962890625,1923.5266205052455,1901.0364290769498,1917.7948497552488,786576
2023-10-17,1907.73974609375,1916.6776418148456,1904.2423601992493,1916.6290192446802,449525
2023-10-18,1906.7198486328125,1927.5100306846032,1894.4303154323206,1909.0028563202616,753713
2023-10-19,1898.2191162109375,1909.4885236164725,1890.6413478461689,1901.2307508101942,437558
2023-10-20,1858.193115234375,1898.8505969732564,1850.7612146591373,1890.4470751333713,771497
2023-10-23,1792.7139892578125,1863.1479353814964,1788.6336067411812,1858.1931767118986,1149806
2023-10-25,1758.274169921875,1818.8473406525159,1731.7522168834853,1792.4225141675688,1625270
2023-10-26,1767.600341796875,1779.6469976438627,1717.4223278439297,1743.8471508830564,1478145
2023-10-27,1801.554443359375,1808.597837202342,1773.6237436372653,1777.8011336581185,1140613
2023-10-30,1782.31884765625,1816.710067301025,1777.8985814817045,1816.710067301025,796456
2023-10-31,1771.0980224609375,1795.33696708531,1766.8233869162166,1783.6789348315094,691198
2023-11-01,1770.7578125,1779.549958818765,1767.1633001726946,1776.7325774476071,575637
2023-11-02,1802.5745849609375,1805.3434624488848,1771.0493706975715,1782.707402759212,728430
2023-11-03,1847.55517578125,1850.6154328655348,1804.080431931527,1812.5810801702996,1032482
2023-11-06,1879.61474609375,1882.7721296961818,1853.62705028912,1855.5700555829242,975588
2023-11-07,1959.666748046875,1965.350015277322,1875.0002617326898,1884.6666664225827,2897381
2023-11-08,1986.2857666015625,1989.6374032670935,1951.5059247132685,1969.1872252939313,1748876
2023-11-09,1972.927734375,1991.3376631386016,1968.2644739694142,1986.7230253047642,679939
2023-11-10,2000.2265625,2050.793319109645,1938.1476426537135,1983.4682616250686,4755794
2023-11-13,2001.6356201171875,2015.8680393530472,1983.6141981600522,2012.953531344344,1183911
2023-11-15,2031.4119873046875,2045.0130240441738,1982.3997273479765,2007.1730442663263,1634396
2023-11-16,2054.04833984375,2093.588454872668,2025.5832614429296,2033.2096530080098,2450457
2023-11-17,2065.41455078125,2087.661865697643,2055.456649019487,2059.6827802502203,1087862
2023-11-20,2085.427734375,2105.2462940464766,2055.6996576845154,2076.3927120723415,1452454
2023-11-21,2083.193115234375,2100.340041601864,2074.158093432887,2092.61664321051,832725
2023-11-22,2051.91064453125,2090.770746792657,2029.4202180375157,2083.8243612034858,1014171
2023-11-23,2085.087158203125,2097.47381458849,2047.5870683121832,2056.6220886416813,1259937
2023-11-24,2176.45751953125,2186.8525508569987,2084.6018929370966,2093.491047659674,2909879
2023-11-28,2221.826416015625,2267.827158373988,2201.424861692788,2243.1994729252638,3488568
2023-11-29,2276.619384765625,2288.9090365137745,2235.087643383631,2265.5443486037393,2349730
2023-11-30,2311.982421875,2374.3528544950427,2241.2569702618916,2302.3644017992656,7273415
2023-12-01,2392.082763671875,2428.7569942855876,2367.6979485759275,2423.8994802970165,4012398
2023-12-04,2447.603515625,2462.273299518909,2402.525890593909,2461.787548226836,2351668
2023-12-05,2480.197509765625,2499.6761842893334,2433.8082607178926,2447.6035501708297,1840576
2023-12-06,2637.2412109375,2675.663951324365,2483.6951683656716,2486.0753024417118,6078296
2023-12-07,2613.099365234375,2663.5688826360606,2585.314293375954,2652.2023485788063,2607706
2023-12-08,2655.747802734375,2703.8858006498544,2613.3904346330733,2623.056837393487,2833575
2023-12-11,2712.192626953125,2732.8370590558397,2644.7704353356858,2661.8687403202057,2624284
2023-12-12,2661.8203125,2739.8806539999982,2637.921486956628,2725.2108674768638,2393861
2023-12-13,2691.06201171875,2698.834031969201,2658.5652994831976,2670.6604585613154,1438726
2023-12-14,2693.97705078125,2733.371533634127,2686.350659532664,2705.635083456827,1193987
2023-12-15,2683.09619140625,2713.1641523901394,2638.698565666205,2706.4608786656545,1430382
2023-12-18,2732.9345703125,2768.540052391599,2673.818531167569,2681.347677726402,2920105
2023-12-19,2708.01513671875,2743.9121138222813,2697.6201053305067,2739.588974271011,1272030
2023-12-20,2589.928955078125,2739.58899356659,2575.453659710138,2718.215934149908,1947471
2023-12-21,2629.371826171875,2659.92553596157,2511.334258508885,2563.795399692436,2206814
2023-12-22,2626.651611328125,2649.287670026832,2601.2955350140614,2645.401659509741,1000294
2023-12-26,2740.268798828125,2749.3038207250693,2624.271479662838,2632.7721276765537,2160870
2023-12-27,2728.173583984375,2756.1042840425457,2708.5492786845025,2752.21827359967,1156573
2023-12-28,2725.84228515625,2746.438094672926,2716.3701339630907,2732.351305718997,1003223
2023-12-29,2724.093505859375,2749.352575457215,2704.663452322575,2727.8822714257426,765894
2024-01-01,2745.806640625,2778.40036515297,2725.1622090799956,2725.1622090799956,1038164
2024-01-02,2712.240966796875,2757.8529657689805,2670.126234824118,2749.255073010325,1047639
2024-01-03,2788.212890625,2804.2913085633454,2684.2620964449043,2684.2620964449043,2164728
2024-01-04,2821.486572265625,2834.844733707874,2783.6952140404946,2794.0416223933676,1740167
2024-01-05,2913.390869140625,2991.2567130630314,2880.602654114358,2895.07794898598,5560237
2024-01-08,2910.233642578125,2948.4621322958583,2899.9356188739703,2931.023705910475,1682520
2024-01-09,2924.4658203125,2987.17636312368,2915.4794208978697,2933.93797104684,1979028
2024-01-10,2931.315185546875,2939.2814603627307,2893.280711994732,2931.120932440787,1248563
2024-01-11,2934.375244140625,2956.137046644047,2927.1375965575803,2943.5558970980856,723628
2024-01-12,2916.40234375,2943.653040622115,2905.764437128959,2943.653040622115,867631
2024-01-15,2944.1875,2952.59090332493,2899.9355054038333,2930.0520885420306,1135342
2024-01-16,2908.24169921875,2977.121139716947,2857.917816348479,2966.9689848315643,2214293
2024-01-17,2873.996337890625,2922.377217313421,2848.2515176570346,2895.0778979660067,1643170
2024-01-18,2883.031494140625,2896.0495353874735,2764.60517324504,2873.2192220424195,2066487
2024-01-19,2941.85546875,2945.5958485893516,2897.2149722411746,2899.9352269258625,1203346
2024-01-23,2808.128662109375,2935.881272061765,2766.111168721992,2921.3087310025567,1628038
2024-01-24,2847.9111328125,2858.1119096951406,2739.637219909123,2807.5937765620642,1330866
2024-01-25,2821.04931640625,2873.9962084645335,2793.069993900268,2856.2176633275785,1309130
2024-01-29,2892.11474609375,2899.9353898077734,2821.146430574867,2827.072691571397,1213259
2024-01-30,2926.7001953125,2977.655459076025,2900.955376498303,2906.492893863197,1853804
2024-01-31,2913.925048828125,2932.480844923244,2896.875366509676,2929.0805855370486,1074596
2024-02-01,2912.127685546875,2986.399012377051,2870.935832721377,2933.9378716261203,1920618
2024-02-02,2886.04296875,2961.091550902496,2880.84557171348,2926.1660769361442,1256014
2024-02-05,2848.931396484375,2919.3653355278934,2829.6955974192874,2895.0777703404733,936558
2024-02-06,2874.141845703125,2884.3912456630987,2824.206706481754,2853.254539612941,1421958
2024-02-07,2865.68994140625,2893.13489126462,2838.7307428728072,2880.4081116782295,893201
2024-02-08,3008.938232421875,3042.746575137842,2871.8107158390253,2878.5626124308505,4475010
2024-02-09,2880.845703125,3037.8890238936465,2836.7879596320586,3037.8890238936465,3176427
2024-02-12,2764.9453125,2901.9271934837957,2747.409641292015,2890.2205384878866,2890465
2024-02-13,2839.313720703125,2849.417253321995,2744.3493373031165,2780.246312542989,1805862
2024-02-14,2872.83056640625,2881.8653512581504,2773.9315497084785,2804.728136118363,1112043
2024-02-15,2937.046875,2947.5391514530334,2898.138144960941,2904.7930332381575,1788864
2024-02-16,2991.0625,3016.5158227910833,2948.704888259158,2957.2541592837547,2732655
2024-02-19,2935.63818359375,3025.162059471883,2930.877915399428,3011.6096447057953,1615343
2024-02-20,2931.283203125,2954.28095098014,2907.502505430668,2954.28095098014,979624
2024-02-21,2885.043212890625,2960.3485607251814,2872.370032952403,2933.8766357281943,1281770
2024-02-22,2941.411865234375,2945.668990740258,2877.1650607230426,2895.7589845848584,919890
2024-02-23,2980.41015625,2999.982706939542,2941.7543686381546,2941.7543686381546,1388116
2024-02-26,2984.5693359375,3009.279681287913,2949.289765385333,2980.3611897368423,849178
2024-02-27,3029.341552734375,3058.945035845412,2968.421988315795,2979.8718827593175,2050688
2024-02-28,3019.26171875,3102.2493841289124,2995.8236363295373,3047.4462404345218,2725678
2024-02-29,3018.13671875,3038.6389206879617,2949.6817608977994,3019.0173880854386,1382425
2024-03-01,3086.885009765625,3096.3776494652134,3025.916464015942,3032.766857045732,1516443
2024-03-04,3146.239013671875,3157.8848264236112,3066.040523038615,3089.527587370861,1892157
2024-03-05,3167.817626953125,3196.9317988412486,3132.5870323994295,3159.988605941193,1502498
2024-03-06,3159.20556640625,3175.6465578493116,3086.885082429877,3169.579114521793,1292669
2024-03-07,3246.4013671875,3262.7444002319457,3185.4817994267205,3192.283213424297,2251410
2024-03-11,3299.393798828125,3354.735234450531,3264.7015000370398,3293.0816989282494,2519751
2024-03-12,3197.714599609375,3307.7612232920414,3171.8299478802933,3302.868085387763,1421483
2024-03-13,2974.538330078125,3200.4545873509637,2951.2959266106614,3180.5394218634337,3448647
2024-03-14,3098.285888671875,3109.980440277921,2952.5683399514674,2988.679601496424,2329439
2024-03-15,3032.86474609375,3114.5311676345805,2941.7544253096403,3097.3072271268775,2864705
2024-03-18,3055.22607421875,3115.949958346064,3039.0297413178014,3070.933093369959,1967550
2024-03-19,2993.523681640625,3077.196336173768,2969.4985667111123,3045.244242614125,1666528
2024-03-20,2916.799560546875,3014.173006705041,2851.329469704104,3008.301241107564,2975349
2024-03-21,3054.63916015625,3061.5872723197926,2955.455163648167,2959.3696737986943,1962690
2024-03-22,3103.032470703125,3141.296666865088,3019.066174058219,3047.4953538869813,2086220
2024-03-26,3230.25390625,3234.3640942281613,3112.035648909396,3124.7578072225474,2573125
2024-03-27,3210.926025390625,3253.838700835236,3175.6464538278037,3246.107638627681,1503735
2024-03-28,3255.894287109375,3273.509585326378,3202.0697647796437,3220.663690675369,1385868
2024-04-01,3330.612548828125,3380.4246012516965,3290.2441577731543,3319.5050292960136,2513886
2024-04-02,3467.27734375,3507.4010725373973,3339.0771371366072,3366.4787080158058,3169551
2024-04-03,3512.587890625,3533.628382815976,3433.3190595799283,3464.3415049327723,2077663
2024-04-04,3465.271240234375,3537.689680289558,3437.135697645368,3532.7965424479917,1591827
2024-04-05,3509.4072265625,3518.1658949838243,3432.878603140444,3469.2345195320327,1123258
2024-04-08,3490.911376953125,3523.0593894509675,3467.326594949621,3523.0593894509675,865339
2024-04-09,3470.751708984375,3512.294402178504,3451.6194919151803,3491.743222895765,649755
2024-04-10,3489.19873046875,3546.1550476167695,3472.8067182580207,3474.127961079927,1160813
2024-04-12,3560.344970703125,3598.9517796086175,3474.1277883306675,3488.807201520797,3042596
2024-04-15,3551.68408203125,3620.921982094269,3487.8776127259216,3562.204328330578,3848159
2024-04-16,3642.5986328125,3659.0396243088335,3508.7225680119036,3548.5036844597043,2939862
2024-04-18,3598.560302734375,3687.4687137613346,3574.6329062377504,3663.981651890243,2294396
2024-04-19,3671.125732421875,3680.7650708461883,3543.6105094425275,3581.776985517716,2256325
2024-04-22,3704.594482421875,3728.570856697225,3652.825182106643,3718.7845814827965,1337755
2024-04-23,3714.57666015625,3749.954190551041,3702.197116829902,3718.7848065376716,1321429
2024-04-24,3862.349609375,3914.5105097013225,3731.017829559073,3744.3272608611614,4429158
2024-04-25,3915.244140625,3948.762133955352,3854.813889876117,3873.9950852780566,2632613
2024-04-26,3899.243896484375,3953.606709994902,3881.5798586153173,3934.03415707826,1432727
2024-04-29,3931.831787109375,3958.3037096316784,3890.3380753261285,3920.724507976011,1202126
2024-04-30,3855.156494140625,3949.594051723006,3846.006231075205,3949.104737953149,2054258
2024-05-02,3862.8388671875,3888.185465724012,3847.376503113792,3857.750051383215,1008325
2024-05-03,3836.416015625,3882.2158368312066,3797.0752323935167,3867.781079182288,1180369
2024-05-06,3734.834228515625,3854.226794163444,3704.1543970081348,3851.878183523079,1613143
2024-05-07,3635.6015625,3756.9513858512787,3614.463110605191,3733.9046579060614,1975562
2024-05-08,3774.07763671875,3800.206947912645,3592.542202617537,3623.8582882845926,1993745
2024-05-09,3764.437744140625,3869.4935120721298,3738.79774892662,3812.537433806453,2335375
2024-05-10,3790.126708984375,3824.182997001945,3738.9934172552007,3777.502508605029,1462534
2024-05-13,3837.9326171875,3852.85668741434,3682.1841372417402,3792.671092729051,1619124
2024-05-14,3987.61376953125,3998.916965913242,3891.0232747558402,3894.5951698690487,2964966
2024-05-15,4092.96337890625,4103.972939784116,3964.4205436653497,4018.049146847767,2310941
2024-05-16,4505.30810546875,4556.881493650168,4068.1549622851353,4124.915363490942,10028325
2024-05-17,4434.84716796875,4566.227931620249,4389.19380525029,4545.676750713869,5664667
2024-05-21,4680.04150390625,4765.9160696373965,4624.161776391305,4648.480766073436,5540182
2024-05-22,4816.02197265625,4854.579801616094,4633.801336155414,4707.198400614053,5032087
2024-05-23,4844.10888671875,4886.287833807403,4803.104483942867,4838.335079179612,3335143
2024-05-24,5056.2255859375,5263.0585998940205,4815.923798793052,4844.206037462886,9073866
2024-05-27,5032.4453125,5111.567442895363,4917.896674816656,5081.523386956106,4228002
2024-05-28,4912.46533203125,5096.593998297247,4849.099202194301,5029.166659954897,4402348
2024-05-29,4943.78173828125,5041.889150418172,4844.206384815596,4893.137762439996,4225666
2024-05-30,4869.8955078125,4981.214395330947,4847.19115675845,4953.861563259643,2751972
2024-05-31,4867.546875,4935.022959804059,4758.28320147203,4912.7104421611275,3912234
2024-06-03,5160.939453125,5327.648763776644,5051.969172058738,5327.648763776644,4619434
2024-06-04,4240.736328125,5035.039384425459,3870.717108891894,5035.039384425459,15486676
2024-06-05,4271.611328125,4354.011959565388,3836.220023570039,4326.659128208116,13759681
2024-06-06,4566.86376953125,4697.41259911248,4354.892930427196,4354.892930427196,9128985
2024-06-07,4643.73486328125,4685.669153340886,4452.755774373649,4566.912593327771,4542809
2024-06-10,4709.84130859375,4740.472161770867,4649.997847726858,4697.412546758911,2877321
2024-06-11,4752.80224609375,4817.342440757629,4726.7706599337225,4727.798027634662,2718189
2024-06-12,4784.51025390625,4820.034244035548,4738.07418394869,4777.463944169538,2031876
2024-06-13,4990.70751953125,5008.17564046322,4752.2157747860865,4834.420495766736,4364888
2024-06-14,5089.40185546875,5147.581460644091,4994.670889688647,5030.146142150309,6319680
2024-06-18,5415.1865234375,5448.0192848783845,5274.312903871394,5343.40410084383,9934132
2024-06-19,5198.42041015625,5463.481279646389,5148.657107452856,5460.7413138528855,7351379
2024-06-20,5175.5703125,5266.288809423412,5046.391462022581,5197.491476405849,4867153
2024-06-21,5060.04248046875,5227.3390510465015,5040.910503031083,5185.258066455094,4063083
2024-06-24,5211.240234375,5230.176772274903,5005.288361468894,5059.5042299890465,3699083
2024-06-25,5256.8447265625,5338.413430645681,5216.084983563975,5260.123224513389,3493916
2024-06-26,5172.48681640625,5294.374678163687,5161.86861265637,5252.831750410341,2351908
2024-06-27,5168.62158203125,5195.974414127089,5101.5855925644055,5152.4742269042,2864946
2024-06-28,5151.740234375,5229.7857838248565,5137.84353161062,5185.747542755972,1565629
2024-07-01,5278.765625,5293.396297678269,5141.023800467144,5157.367071319,2307080
2024-07-02,5229.8349609375,5304.161922933052,5186.726603606121,5284.589369711897,1706329
2024-07-03,5342.62158203125,5362.879364931149,5217.504422919626,5252.245703477119,2852572
2024-07-04,5397.22900390625,5449.683537198485,5342.621298823003,5357.985942801745,3743401
2024-07-05,5433.34033203125,5504.7314052338725,5365.325715122717,5416.703663147148,3446662
2024-07-08,5501.7958984375,5541.430318193212,5441.659038311918,5460.742277453557,3536842
2024-07-09,5421.2060546875,5553.467491607171,5399.137713539754,5518.383593302412,2392991
2024-07-10,5368.8974609375,5460.741752468819,5205.319960821084,5449.780932723519,2121407
2024-07-11,5429.03466796875,5455.848969126835,5348.19993117097,5382.45189779329,1843378
2024-07-12,5371.8828125,5459.225325790924,5329.6059090461895,5450.95573143358,1387762
2024-07-15,5386.95361328125,5416.703796921982,5312.969270729799,5377.558692698516,1316307
2024-07-16,5215.49755859375,5383.43014139487,5198.176137701932,5374.818410110908,2661970
2024-07-18,4908.5517578125,5211.192366117044,4868.672680081182,5211.192366117044,7950717
2024-07-19,4697.65673828125,4912.710135132936,4680.873371934501,4902.923859963348,6373234
2024-07-22,4890.44677734375,4965.409747122573,4578.019915836523,4697.167826215551,6315834
2024-07-23,4752.3134765625,4960.663192326259,4413.6103762855455,4937.176130456891,7108160
2024-07-24,4745.8544921875,4860.989932448044,4700.446267633392,4751.236943926243,2601966
2024-07-25,4726.81982421875,4789.158590522467,4630.914323964098,4677.839706298319,2232884
2024-07-26,4800.5595703125,4828.303757398649,4738.5146781503445,4746.343698684256,1492223
2024-07-29,4922.49658203125,4934.240112644446,4806.039903450392,4841.0745786415655,2448415
2024-07-30,4847.77880859375,4973.385764225499,4839.411733245517,4942.0209388852745,2499857
2024-07-31,4817.63671875,4881.296249589506,4807.018514288389,4847.778256080879,1298852
2024-08-01,4710.42822265625,4841.172970767881,4695.064055434542,4816.805238131082,2347381
2024-08-02,4595.39013671875,4666.0959744183565,4532.36662055283,4638.694404098786,3205399
2024-08-05,4492.9775390625,4564.123483136901,4384.3498689556045,4404.851831696386,3622642
2024-08-06,4417.818359375,4635.856874169568,4403.8241759097555,4502.665562969063,2117464
2024-08-07,4639.1357421875,4647.502817650865,4472.328464237619,4502.617181845892,2000224
2024-08-08,4568.0869140625,4658.218611114777,4560.40459187404,4640.652054649506,1301394
2024-08-09,4622.9384765625,4671.478497442826,4602.044683303994,4645.251470872527,1039025
2024-08-12,4625.53173828125,4657.9736230193075,4582.03203149165,4589.763093371945,1030708
2024-08-13,4600.87060546875,4672.065757838856,4584.869949882457,4646.523483893683,1465327
2024-08-14,4562.068359375,4708.666579031549,4495.57042448845,4604.246825598294,3928422
2024-08-16,4667.857421875,4692.127671432452,4560.404309749144,4667.564024752906,2878549
2024-08-19,4689.828125,4754.172889822109,4672.408744825146,4707.198764932965,2362884
2024-08-20,4634.8291015625,4707.1500642235305,4583.500370121318,4694.476645534841,1472860
2024-08-21,4642.77734375,4683.453296037108,4614.466133467473,4622.02249779269,949203
2024-08-22,4679.0380859375,4724.080636808609,4633.799079146292,4651.46286216718,1218312
2024-08-23,4732.66650390625,4773.1460007257265,4688.359950492346,4717.210696029722,1857673
2024-08-26,4712.30419921875,4759.407614787784,4680.901922172728,4759.407614787784,1390960
2024-08-27,4633.25927734375,4708.968113822683,4626.929563794724,4705.435261589757,1074033
2024-08-28,4597.63720703125,4674.033162980565,4582.770285769313,4635.761633827459,798611
2024-08-29,4515.9912109375,4595.968887372656,4455.639958167413,4572.956713961069,1715519
2024-08-30,4592.5341796875,4614.613905909046,4516.824868448153,4527.8158571649465,1630572
2024-09-02,4600.43359375,4626.929265045062,4575.7041088769865,4611.22812649984,1121937
2024-09-03,4742.08740234375,4833.006711966157,4711.960651073906,4830.700511408506,3960603
2024-09-04,4771.03662109375,4857.539989930771,4705.778760622962,4754.501262871634,3164300
2024-09-05,4702.93310546875,4796.599929078857,4686.839054019165,4780.015696176583,1801363
2024-09-06,4615.595703125,4707.888776585838,4607.3033467577925,4695.62226075315,1417853
2024-09-09,4569.86572265625,4605.291513782074,4495.628869763565,4600.532010133462,1571610
2024-09-10,4597.88232421875,4648.4203667834445,4588.658000631324,4592.5832854907185,1258288
2024-09-11,4512.85107421875,4620.452852871639,4499.357907103663,4582.770212906021,1173915
2024-09-12,4554.9990234375,4566.774878400397,4510.2995531443785,4521.879431354353,933061
2024-09-13,4558.1884765625,4602.396808614194,4545.480174307238,4570.994527617253,867679
2024-09-16,4511.47705078125,4575.802462866271,4504.313118626227,4568.050121328172,642977
2024-09-17,4375.220703125,4513.9794291885255,4343.867298168145,4513.096335913844,2413098
2024-09-18,4354.759765625,4401.225418551552,4338.420864083927,4370.755588087408,1326709
2024-09-19,4152.75537109375,4380.716601269161,4094.072547811019,4352.1600550196235,4675647
2024-09-20,4252.408203125,4311.385701485975,4114.336122345796,4150.939689614702,3502389
2024-09-23,4355.0546875,4377.477493984229,4272.672579652461,4288.373719127527,1698571
2024-09-24,4320.2177734375,4360.9914782450915,4280.523138637508,4355.054676560295,1374111
2024-09-25,4307.26416015625,4357.066212016574,4290.875904135941,4317.764488863023,1032339
2024-09-26,4287.6865234375,4322.719881908639,4237.344937589444,4308.932510725985,995154
2024-09-27,4390.578125,4400.587792844684,4292.740689439111,4309.030237933505,2193012
2024-09-30,4338.07763671875,4379.636686997314,4303.093630401798,4376.692723282102,1327395
2024-10-01,4343.42578125,4362.9539769476005,4315.899434587258,4345.290195664412,841972
2024-10-03,4187.7392578125,4346.17327469681,4174.540296288058,4263.791649199977,1628669
2024-10-04,4177.140625,4253.389470889715,4121.54887705003,4180.428146722173,1374135
2024-10-07,4088.085693359375,4237.982499403448,4043.3867065273776,4177.14058794857,1656254
2024-10-08,4286.70556640625,4307.803973978651,4067.5767157023292,4082.296534938888,2008330
2024-10-09,4304.6142578125,4364.769534025114,4286.410941472145,4304.074722824365,1355805
2024-10-10,4398.52685546875,4453.2355112091445,4283.515821602229,4315.850546121158,2294983
2024-10-11,4363.1015625,4430.665629222965,4348.578199056341,4402.207311781666,860513
2024-10-14,4423.35400390625,4459.908217122965,4404.611153075385,4433.903206378188,1482299
2024-10-15,4489.93701171875,4512.016739156766,4414.424631377188,4439.4971968702785,1760628
2024-10-16,4569.27685546875,4589.246837799431,4514.0775377516775,4532.722640625,2398061
2024-10-17,4434.1982421875,4583.751503037629,4421.097507827078,4583.751503037629,1346544
2024-10-18,4440.1845703125,4473.843698423561,4340.62933517263,4409.66538278897,1369365
2024-10-21,4430.12548828125,4501.12369065198,4406.13199433157,4450.09499049491,1095298
2024-10-22,4221.349609375,4423.550651529725,4210.309745844478,4415.8965378128605,1544137
2024-10-23,4154.66845703125,4225.127124585111,4113.15876366869,4202.017202954311,1624578
2024-10-24,4118.75244140625,4204.422075125964,4106.878358296875,4155.159556080129,956246
2024-10-25,4087.7919921875,4140.0962243938775,3999.080405326504,4121.549348159316,1520490
2024-10-28,4071.25634765625,4140.095934328008,4021.6507524271406,4121.54905939289,1207398
2024-10-29,4194.65771484375,4204.9615880466645,4038.333430200979,4072.4832182949026,1523375
2024-10-30,4157.1708984375,4253.046173429928,4146.082160300288,4185.286134758434,1526646
2024-10-31,4167.376953125,4190.438001443536,4117.1819901583995,4156.87662456673,1137221
2024-11-01,4207.9052734375,4215.314056776575,4177.533190865348,4190.045036069715,170153
2024-11-04,4129.64501953125,4207.856512343686,4117.623834599447,4207.856512343686,1013884
2024-11-05,4182.34228515625,4200.0549420207935,4052.856754800438,4121.549242169937,1215686
2024-11-06,4308.1474609375,4337.439996565465,4190.290681035772,4196.12973423392,1228872
2024-11-07,4350.98193359375,4370.804814357747,4299.266591607349,4321.738752229798,1185134
2024-11-08,4318.40234375,4393.228088285685,4298.187030377715,4352.699233584982,1073330
2024-11-11,4360.697265625,4406.034018166579,4265.999768575873,4302.063323151577,1152838
2024-11-12,4164.236328125,4385.524248943237,4142.156602101008,4371.78575275053,1366992
2024-11-13,3990.935302734375,4141.175682202845,3969.984237758664,4141.175682202845,2076393
2024-11-14,4010.708984375,4106.829351018608,3847.1227831119118,4003.790621781581,3878379
2024-11-18,4001.68115234375,4168.652875427307,3984.213585316888,4111.687365721907,1939714
2024-11-19,3981.367431640625,4071.207679981554,3964.5378679590417,4023.4171432257604,1425438
2024-11-21,3909.044189453125,4003.5945902396606,3857.6230504164746,3996.381783028006,2061517
2024-11-22,4034.55517578125,4050.0109853107715,3913.607332954994,3917.4343899587234,1404647
2024-11-25,4209.8193359375,4238.424754867887,4152.215586243648,4200.054997724743,2249045
2024-11-26,4283.025390625,4326.007548074662,4220.7114924051675,4229.298053183491,1967056
2024-11-27,4391.0693359375,4404.857187939889,4273.654336173079,4294.262083833156,2144888
2024-11-28,4383.4150390625,4444.8947211932,4368.106331319402,4415.945743541097,1454277
2024-11-29,4393.228515625,4414.964687369016,4338.127418481885,4375.711833958311,967791
2024-12-02,4420.60693359375,4441.901796540368,4360.991667215855,4391.412626190584,1068673
2024-12-03,4434.44384765625,4460.105303792005,4397.693173345727,4435.572271317901,1089664
2024-12-04,4436.8974609375,4540.57396758543,4406.132940233106,4519.819116494225,2420334
2024-12-05,4483.509765625,4491.507438117218,4428.948207359085,4455.198551245831,1129143
2024-12-06,4474.48095703125,4524.970122667188,4465.011303615069,4498.768655880584,912032
2024-12-09,4532.67431640625,4560.151313449469,4465.993340845976,4475.806554075697,1524379
2024-12-10,4541.2607421875,4563.045787409574,4515.059271983312,4540.573625617645,1313990
2024-12-11,4562.849609375,4572.957026589206,4505.785395339056,4538.16899660031,767757
2024-12-12,4573.49658203125,4635.222072281891,4558.237228184627,4563.143834458238,1327850
2024-12-13,4582.4267578125,4666.182623768448,4573.496638452208,4665.691963135034,3312042
2024-12-16,4589.00146484375,4611.228294072411,4564.271979072065,4604.457273660869,741557
2024-12-17,4536.25537109375,4627.910673243136,4519.376455175899,4588.657826141838,936875
